,Id do vídeo,Título do vídeo,Descrição do vídeo,Quantidade de Likes,Quantidade de Views,Quantidade de comentários,Url da Thumbnail,Hora de publicação do vídeo (ISO 8601),Data de publicação do vídeo
10,IBEcsoQBKpc,Robert Grace - Euphoria (OFFICIAL LYRIC VIDEO),"""EUPHORIA"" OUT NOW:
RobertGrace.lnk.to/Euphoria
Make sure to subscribe and hit the notification bell so you won't miss any of my videos!  
 
SUBSCRIBE // LIKE // SHARE// JOIN 
TIKTOK ᐅ https://vm.tiktok.com/ZMefdRjgG/  
INSTAGRAM ᐅ https://www.instagram.com/RobertGraceMusic
FACEBOOK ᐅ https://www.facebook.com/RobertGraceMusic 
TWITTER ᐅ https://twitter.com/Robert_Grace  
DISCORD ᐅ https://discord.com/invite/Eh6ywmcFsh   

CREDITS
Simon Lehnert (https://www.penthouseandpancake.com)

LYRICS
When you’re out in church singing gloria
I’m on the floor in euphoria
Tears in my eyes, out of my mind
Bury my pain deeper inside

If the devil comes along, gets a hold of ya
Hurry up and hide in euphoria
I’ll meet you there keep you company
But don’t take no advice if it comes from me

GLORIA
EUPHORIA

Living life like a cheap James dean
Watching myself through a movie screen yeah 
Where did all the time go
Wasted every minute tryna balance on a tightrope

Prayed for an Angel and she came to me
Had a face like it’s straight from a magazine yeah

But i had to mess that up too
Cos I push away everything 
I really should hold on to

And I wonder how
I’m lonely now

When you’re out in church singing gloria [GLORIA]
I’m on the floor in euphoria [EUPHORIA]
Tears in my eyes, out of my mind
Bury my pain deeper inside

If the devil comes along, gets a hold of ya [HOLD OF YA]
Hurry up and hide in euphoria [EUPHORIA]
I’ll meet you there keep you company
But don’t take no advice if it comes from me

GLORIA
EUPHORIA
I’ll meet you there keep you company
But don’t take no advice if it comes from me

Feeling lower than I’ve ever been
Filling these cracks with my medicine yeah
You use to take care of me
Now I’m spending all my money getting over you in therapy 

Cos my memories lie
I’m compromised
I remember it so differently 
How’d we go from friends
To lovers to enemies

And I wonder how
I’m lonely now

When you’re out in church singing gloria [GLORIA]
I’m on the floor in euphoria [EUPHORIA]
Tears in my eyes, out of my mind
Bury my pain deeper inside

If the devil comes along, gets a hold of ya [HOLD OF YA]
Hurry up and hide in euphoria [EUPHORIA]
I’ll meet you there keep you company
But don’t take no advice if it comes from me

GLORIA
EUPHORIA
I’ll meet you there keep you company
But don’t take no advice if it comes from me

If it comes from me yeah
If it comes from me yeah
If it comes from me 

I’ll meet you there keep you company
But don’t take no advice if it comes
If it comes from me
If it comes from me
I’ll meet you there keep you company
But don’t take no advice if it comes from me

#EUPHORIA #ROBERTGRACE #LYRICVIDEO",992,9785,66,https://i.ytimg.com/vi/IBEcsoQBKpc/default.jpg,09:42:24,19/02/2024
11,0KSOMA3QBU0,Katy Perry - Dark Horse ft. Juicy J,"Listen to Katy’s new song “Smile”: https://katy.to/smileID

Get ""Dark Horse"" from Katy Perry's 'PRISM': http://katy.to/PRISM

Katy Perry Complete Collection on Spotify: http://katy.to/SpotifyCompleteYD
Katy Perry Essentials on Apple Music: http://katy.to/AMEssentialsYD
Watch your favorite Katy videos on YouTube: http://katy.to/MusicVideosYD

Follow Katy Perry:
Website: http://katy.to/WebsiteYD
Instagram: http://katy.to/InstagramYD
Twitter: http://katy.to/TwitterYD
Facebook: http://katy.to/FacebookYD


Directed by Matthew Cullen & Produced by Dawn Rose, Danny Lockwood, Javier Jimenez, and Derek Johnson


Lyrics:
I knew you were
You were gonna come to me
And here you are
But you better choose carefully
‘Cause I am capable of anything
Of anything and everything
Make me your Aphrodite
Make me your one and only
But don’t make me your enemy
Your enemy, your enemy

(Pre-Chorus)
So you wanna play with magic
Boy, you should know what you’re fallin’ for
Baby, do you dare to do this
‘Cause I’m coming atcha like a dark horse

(Chorus)
Are you ready for, ready for
A perfect storm, perfect storm
‘Cause once you’re mine, once you’re mine
There’s no going back

Mark my words
This love will make you levitate
Like a bird
Like a bird without a cage
But down to earth
If you choose to walk away
Don’t walk away
It’s in the palm of your hand now, baby
It’s a yes or a no, no maybe
So just be sure
Before you give it all to me
All to me
Give it all to me

(Pre-Chorus)
So you wanna play with magic
Boy, you should know what you’re fallin’ for
Baby, do you dare to do this
‘Cause I’m coming atcha like a dark horse

(Chorus)
Are you ready for, ready for
A perfect storm, perfect storm
‘Cause once you’re mine, once you’re mine
There’s no going back

(Juicy J)
She’s a beast
I call her Karma
She’ll eat your heart out
Like Jeffrey Dahmer

Be careful
Try not to lead her on
Shorty heart is on steroids
‘Cause her love is so strong

You may fall in love when you meet her
If you get the chance, you better keep her
She’s sweet as pie, but if you break her heart
She’ll turn cold as a freezer

That fairy tale ending with a knight in shining armor
She can be my Sleeping Beauty
I’m gon’ put her in a coma

Now I think I love her
Shorty so bad, sprung and I don’t care
She ride me like a roller coaster
Turned the bedroom into a fair

Her love is like a drug
I was tryna hit it and quit it
But lil’ mama so dope
I messed around and got addicted

(Pre-Chorus)
So you wanna play with magic
Boy, you should know what you’re fallin’ for
Baby, do you dare to do this
‘Cause I’m coming atcha like a dark horse

(Chorus)
Are you ready for, ready for
A perfect storm, perfect storm
‘Cause once you’re mine, once you’re mine
There’s no going back


Music video by Katy Perry performing Dark Horse. (C) 2014 Capitol Records, LLC",17457705,3678328820,804637,https://i.ytimg.com/vi/0KSOMA3QBU0/default.jpg,20:00:03,20/02/2014
12,2Vv-BfVoq4g,Ed Sheeran - Perfect (Official Music Video),"The official music video for Ed Sheeran - Perfect 
Subtract, the new album, out 05.05.2023. Pre-order: https://es.lnk.to/subtract
 
Taken from the studio album ÷ (divide) released in 2017, which featured the hit singles 'Castle on the Hill', 'Shape of You', 'Galway Girl', ‘Perfect’ & 'Happier'. 
 
Subscribe to the Ed Sheeran channel for all the best and latest official music videos, behind the scenes and live performances.  
http://bit.ly/SubscribeToEdSheeran 
 
See more official videos from Ed Sheeran here: 
https://www.youtube.com/watch?v=ryJgDL9jzKk&list=PLjp0AEEJ0-fGKG_3skl0e1FQlJfnx-TJz 

Listen to more from the album ÷ (divide): https://www.youtube.com/playlist?list=PLjp0AEEJ0-fGi7bkjrGhBLUF9NMraL9cL 
 
Follow Ed Sheeran on: 
Instagram: http://instagram.com/teddysphotos
TikTok: https://www.tiktok.com/@edsheeran
Facebook: http://www.facebook.com/EdSheeranMusic
Twitter: http://twitter.com/edsheeran
Discord: http://discord.gg/edsheeran
Official Website: http://edsheeran.com 
  
VIDEO CREDITS: 
 
Director | dp Jason Koenig  
Producer: Honna Kimmerer  
Starring: Ed Sheeran & Zoey Deutch  
Director of Photography: Johnny Valencia  
Production Company: Anonymous Content  
Exec Producer: Nina Soriano  
Production Manager: Doug Hoff  
Commissioner: Dan Curwin  
Production Designer: John Lavin  
Lead Casting: Amy Hubbard  
Written by: Jason Koenig, Ed Sheeran, Jenny Koenig, Andrew Kolvet, Murray Cummings  
Edited by: Jason Koenig & Johnny Valencia  
VFX: Ian Hubert  
Graphic design by Chris Ballasciotes  
Cast: Bo Valencia, Dennis Ranalta, Arthur Pauli  
Ski Cinematography: Corey Koniniec  
Specialty Camera op: Ryan Haug  
1st AC: Ryan Brown  
1st Assistant Director: Ole Zapatka  
Art Director: Klaus Hartl  
Snow fx: Lucien Stephenson  
Gaffer: Thomas Berz  
Stylist: Claudia Lajda  
Hair & Makeup: Christel Thoresen  
Austrian Casting: Ursula Kiplinger  
Additional VFX: Zoic   

Special Thanks to: The Hintertux Glacier, Austria; Hohenhaus Tenne, and Hotel Neuhintertux 
 
About Ed Sheeran: 
Ed Sheeran may be the quintessential pop star of the 2010s: an internationally acclaimed, multi-award winning singer/songwriter who seems to acknowledge no boundaries between styles or eras with elements of folk, hip-hop, pop, dance, soul, and rock woven throughout his music. 

His incredible catalogue includes the studio albums ‘+’ (plus), ‘x’ (multiply) and ‘÷’ (divide) which spawned hit singles such as ‘The A team’ , ’Lego House’, ‘Sing', ‘Thinking Out Loud’, ‘Photograph’, ‘Shape Of You’, ‘Castle on The Hill’ and ‘Perfect’. 
 
In 2019, Ed Sheeran released the genre-spanning ‘No.6 Collaborations Project’ which featured a wide-range of artists including ‘Justin Bieber’, ‘Camilla’ Cabello’, ‘Travis Scott’, ‘Eminem’, ‘Cardi B, ‘Paulo Londra’, ‘Bruno Mars’ and ‘Stormzy’ amongst many others, producing hits such as ‘I Don’t Care’, ‘Beautiful People’, ‘South of The Border’ and ‘Take Me Back To London’. 
 
#EdSheeran #Perfect #divide",20861170,3675596928,518740,https://i.ytimg.com/vi/2Vv-BfVoq4g/default.jpg,11:04:14,09/11/2017
13,RB-RcX5DS5A,Coldplay - The Scientist (Official 4K Video),"Coldplay - The Scientist is taken from the album A Rush of Blood to the Head released in 2002 - hear the album at https://coldplay.lnk.to/AROBTTH 

Subscribe for more content from Coldplay:
https://bit.ly/subscribecoldplay

Listen to the album A Rush of Blood to the Head on YouTube here: https://www.youtube.com/playlist?list=OLAK5uy_k2FivlV4BFfc5fGkDXmmt_gTGAqhN00YE

See more official videos from Coldplay here:
https://www.youtube.com/playlist?list=PLsvoYlzBrLFAJd4hNQSHw1lYjDKeQB_iU

FOLLOW COLDPLAY
Website: http://www.coldplay.com 
Instagram: http://instagram.com/coldplay
Twitter: https://twitter.com/coldplay
Facebook: https://www.facebook.com/coldplay
Tiktok: https://www.tiktok.com/@coldplay
Spotify: https://bit.ly/coldplayspotify


ABOUT COLDPLAY
Since forming at university in London, Coldplay have gone on to become one of the planet’s most popular acts, selling more than 100 million copies of their nine Number One albums, which have spawned a string of hits including Yellow, Clocks, Fix You, Paradise, Viva La Vida, A Sky Full Of Stars, Hymn For The Weekend, Adventure Of A Lifetime, Orphans and, most recently, Higher Power and My Universe.

#Coldplay #TheScientist #ARushofBloodtotheHead",5984746,1184722137,130342,https://i.ytimg.com/vi/RB-RcX5DS5A/default.jpg,16:20:57,27/05/2011
14,H5v3kku4y6Q,Harry Styles - As It Was (Official Video),"Official Video for ""As It Was"" by Harry Styles.
Harry's new album ""Harry's House"" out now. Listen here:  https://hstyles.lnk.to/HarrysHouse
 
Amazon Music: https://hstyles.lnk.to/HarrysHouse/AmazonMusic
Apple Music: https://hstyles.lnk.to/HarrysHouse/AppleMusic
Deezer: https://hstyles.lnk.to/HarrysHouse/Deezer 
iTunes: https://hstyles.lnk.to/HarrysHouse/iTunes
Pandora: https://hstyles.lnk.to/HarrysHouse/Pandora
Soundcloud: https://hstyles.lnk.to/HarrysHouse/Soundcloud
Spotify: https://hstyles.lnk.to/HarrysHouse/Spotify
YouTube Music: https://hstyles.lnk.to/HarrysHouse/YouTubeMusic
 
Follow Harry Styles:
Facebook: https://HarryStyles.lnk.to/followFI
Instagram: https://HarryStyles.lnk.to/followII
Twitter: https://HarryStyles.lnk.to/followTI
Website: https://HarryStyles.lnk.to/followWI
Spotify: https://HarryStyles.lnk.to/followSI
YouTube: https://HarryStyles.lnk.to/subscribeYD
 
Credits
Made with love by a creative team from Ukraine.
Director: Tanu Muino
Creative Director: Molly Hawkins
Producer: Bryan Younce, Frank Borin, Ivanna Borin, Fred Bonham Carter, Alexa Haywood
Line Producer: Andrew Rawson
Production Company: UnderWonder Content
Service Production Company: Just Fred
Choreographer: Yoann Bourgeois
Director of Photography: Nikita Kuzmenko
Production Designer: Spencer Graves
Editor: Carlos Font Clos
Colorist: Joseph Bicknell @ Company3
VFX: Max Colt @ The Frender
 
 
Lyrics
Holding me back,
Gravity’s holding me back,
I want you to hold out the palm of your hand,
Why don’t we leave it at that?,
Nothing to say,
When everything gets in the way,
Seems you cannot be replaced,
And I’m the one who will stay,
Ooh,
 
In this world,
It’s just us,
You know it’s not the same as it was,
In this world,
It’s just us,
You know it’s not the same as it was,
As it was,
As it was,
You know it’s not the same,
 
Answer the phone,
“Harry, you’re no good alone,
Why are you sitting at home on the floor?,
What kind of pills are you on?”,
Ringing the bell,
And nobody’s coming to help,
Your daddy lives by himself,
He just wants to know that you’re well,
Ooh,
 
In this world,
It’s just us,
You know it’s not the same as it was,
In this world,
It’s just us,
You know it’s not the same as it was,
As it was,
As it was,
You know it’s not the same,
 
Go home,
Get ahead, 
Light speed internet,
I don’t want to talk about the way that it was,
Leave America, 
Two kids follow her,
I don’t want to talk about who’s doing it first,
(Hey!),
 
As it was,
You know it’s not the same as it was,
As it was,
As it was,
 
#HarryStyles #HarrysHouse #AsItWas",7876709,690385910,197766,https://i.ytimg.com/vi/H5v3kku4y6Q/default.jpg,23:00:10,31/03/2022
15,7phF_CLYKXg,Leonelle - Human Condition (Live at Barking Owl Sessions),Watch the full performance on Barking Owl Session's Youtube: https://youtu.be/yTXu5LpqkKU,28,14262,0,https://i.ytimg.com/vi/7phF_CLYKXg/default.jpg,17:00:04,12/02/2024
16,RBumgq5yVrA,Passenger | Let Her Go (Official Video),"The new album 'All The Little Lights (Anniversary Edition) Out Now from:  https://www.passengermusic.com 

For all things Passenger head to: 
https://linktr.ee/passengermusic


***

The official video for 'Let Her Go' – Directed and Produced by Dave Jansen. www.funmonkey.com.au

""Let Her Go"" [Lyrics]

Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go
And you let her go

Staring at the bottom of your glass
Hoping one day you'll make a dream last
But dreams come slow and they go so fast

You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast

Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much
And you dived too deep

Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go
And you let her go
Well you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go

Only know you've been high when you're feeling low
Only hate the road when you're missin' home
Only know you love her when you let her go

And you let her go

Follow Passenger
Online: https://passengermusic.com
Facebook: https://Passenger.lnk.to/FacebookID
Twitter: https://Passenger.lnk.to/TwitterID
Instagram: https://Passenger.lnk.to/InstaID
Spotify: https://Passenger.lnk.to/SpotifyID
Apple Music: https://Passenger.lnk.to/AppleMusicID
YouTube: https://Passenger.lnk.to/YouTubeID",16564436,3615146804,478298,https://i.ytimg.com/vi/RBumgq5yVrA/default.jpg,22:28:26,25/07/2012
17,aJOTlE1K90k,Maroon 5 - Girls Like You ft. Cardi B (Official Music Video),"""Girls Like You” is out now.
http://smarturl.it/GLY 

For more, visit: 
https://www.facebook.com/maroon5 
https://twitter.com/maroon5 
https://www.instagram.com/maroon5 

Sign up for updates: http://smarturl.it/Maroon5.News

Music video by Maroon 5 performing Girls Like You. © 2018 Interscope Records

http://vevo.ly/51VylS",21543042,3563115930,663132,https://i.ytimg.com/vi/aJOTlE1K90k/default.jpg,04:00:00,31/05/2018
18,m04DPxrfDSg,Hadar Sopher - White Socks (World's 1st Meta Glasses Music Video),"Hadar Sopher - White Socks (Official Music Video)

Listen to White Socks - https://HadarSopherDE.lnk.to/WhiteSocks

Follow Hadar Sopher:
https://www.instagram.com/hadarsopher/?hl=en
https://www.tiktok.com/@hadarsopher

Subscribe to Hadar Sopher's YouTube Channel:
https://www.youtube.com/@HadarSopher

ONEWAY. Records / Columbia Records Germany

Directed by: Omer Aloni
Starring: Sahar Vegh, Hadar Sopher
Choreography: Shay Solzi
Colorist: Ella Michael
Special thanks to Roy Sopher, Ziv Eliyahu, Amit Grant

Lyrics:

I think I knew right off the bat
One hit, I'm feeling different
From early morning to the sunset
Eyes on you like I've got tunnel vision

Hold my breath
We diving off the deep end
Pull me closer tell me what you thinking
Supernatural magic when you speaking
You got me out of my head

How'd you make the time stop
oooooo
Whenever you're around my head is in the clouds
You're dancing in your white socks
oooooo
Now I can slow it down
I wanna scream it out
You got me like
oooooo
I think I'm so in love with you
How'd you make the time stop
oooooo

I thought that we should just be friends
Seems like you were planning something different
You put me right under your spell
Keep coming over every weekend

Hold my breath
We diving off the deep end
Pull me closer tell me what you thinking
Supernatural magic when you speaking
You got me out of my head

How'd you make the time stop
oooooo
Whenever you're around my head is in the clouds
You're dancing in your white socks
oooooo
Now I can slow it down
I wanna scream it out
You got me like
oooooo
I think I'm so in love with you
How'd you make the time stop
oooooo

#HadarSopher #WhiteSocks",52,3030,9,https://i.ytimg.com/vi/m04DPxrfDSg/default.jpg,07:34:09,16/02/2024
19,nfWlot6h_JM,Taylor Swift - Shake It Off,"►Exclusive Merch: https://store.taylorswift.com
 
►Follow Taylor Swift Online
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com
 
►Follow Taylor Nation Online
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13",13219371,3403658731,577342,https://i.ytimg.com/vi/nfWlot6h_JM/default.jpg,21:18:00,18/08/2014
20,EW5p4vP_0q4,Jealous Friend x Elianne - Lookin' For You | Official Lyric Video,"🎵 Stream or download ""Lookin’ For You"" here: https://li.sten.to/lookinforyou 
📱 Create a viral TikTok: https://vm.tiktok.com/ZGeMpnsKa/ 
🔔 Subscribe to our channel: https://bit.ly/SubscribeCreatorMusic   

👉 Follow Jealous Friend:
Instagram: https://www.instagram.com/jealousfriend 
Spotify: https://open.spotify.com/artist/6hklWMmuUtnCmSq5jh2mQl 
Apple Music: https://music.apple.com/ro/artist/jealous-friend/1449472493 

👉 Follow Elianne:
Instagram: https://www.instagram.com/ea.elianne 
Spotify: https://open.spotify.com/artist/2wr9s1uZx764adiUdgLVHu 
Apple Music: https://music.apple.com/ro/artist/elianne/1326789953 

Credits:
Music: Elianne, Calin Grajdan
Lyrics: Elianne
Production: Calin Grajdan

00:00 Jealous Friend x Elianne “Lookin' For You”
00:39 Can't wait to see your TikToks ❤️
00:57 Jealous Friend x Elianne “Lookin' For You” 

(C) & (P) 2024 Creator Records

All rights reserved. Unauthorized reproduction is a violation of applicable laws. To avoid copyright infringement, please do not upload this video on your channel.

#JealousFriend  #Elianne #LookinForYou  #OfficialVideo

------------------------------------

Lyrics:

Teardrops
On the dance floor,
Saw you with her
Through the lights.

You seem happy,
Hope she gives you
All the love
You couldn’t find.

When we were together,
When you touched my, touched my soul,
Some things change forever,
When you lose it, lose it all.

Looking for you,
I don’t know where my heart went,
Drinking my love away,
Wishing I was okay.

Looking for you,
Pieces of your mad love,
Listening to sad songs,
Wishing I could be her.

Lost in
All these memories,
Wishing I could
Turn back time.

Heart’s still aching
Since you broke me,
Thought we’d make it,
I was blind.

When we were together,
When you touched my, touched my soul,
Some things change forever,
When you lose it, lose it all.

Looking for you,
I don’t know where my heart went,
Drinking my love away,
Wishing I was okay.

Looking for you,
Pieces of your mad love,
Listening to sad songs,
Wishing I could be her.",353,213121,6,https://i.ytimg.com/vi/EW5p4vP_0q4/default.jpg,12:00:18,19/01/2024
